Date,Close
2001-01-02 23:58:00,9470.0
2001-01-03 23:58:00,9500.0
2001-01-04 23:58:00,9450.0
2001-01-05 23:58:00,9475.0
2001-01-08 23:58:00,9470.0
2001-01-09 23:58:00,9485.0
2001-01-10 23:58:00,9500.0
2001-01-11 23:58:00,9600.0
2001-01-12 23:58:00,9575.0
2001-01-15 23:58:00,9445.0
2001-01-16 23:58:00,9435.0
2001-01-17 23:58:00,9390.0
2001-01-22 23:58:00,9300.0
2001-01-23 23:58:00,9301.0
2001-01-24 23:58:00,9300.0
2001-01-25 23:58:00,9400.0
2001-01-26 23:58:00,9400.0
2001-01-29 23:58:00,9401.0
2001-01-30 23:58:00,9395.0
2001-01-31 23:58:00,9390.0
2001-02-01 23:58:00,9500.0
2001-02-02 23:58:00,9501.0
2001-02-05 23:58:00,9501.0
2001-02-06 23:58:00,9585.0
2001-02-07 23:58:00,9601.0
2001-02-08 23:58:00,9400.0
2001-02-09 23:58:00,9501.0
2001-02-13 23:58:00,9550.0
2001-02-14 23:58:00,9550.0
2001-02-15 23:58:00,9550.0
2001-02-16 23:58:00,9550.0
2001-02-19 23:58:00,9600.0
2001-02-20 23:58:00,9580.0
2001-02-21 23:58:00,9575.0
2001-02-22 23:58:00,9601.0
2001-02-23 23:58:00,9601.0
2001-02-26 23:58:00,9600.0
2001-02-27 23:58:00,9810.0
2001-02-28 23:58:00,9810.0
2001-03-01 23:58:00,9805.0
2001-03-02 23:58:00,9825.0
2001-03-05 23:58:00,9810.0
2001-03-06 23:58:00,9800.0
2001-03-07 23:58:00,9830.0
2001-03-08 23:58:00,9850.0
2001-03-13 23:58:00,10225.0
2001-03-14 23:58:00,10075.0
2001-03-15 23:58:00,9825.0
2001-03-16 23:58:00,10200.0
2001-03-19 23:58:00,10410.0
2001-03-20 23:58:00,10300.0
2001-03-21 23:58:00,10400.0
2001-03-22 23:58:00,10380.0
2001-03-23 23:58:00,10375.0
2001-03-26 23:58:00,9815.0
2001-03-27 23:58:00,10400.0
2001-03-28 23:58:00,10370.0
2001-03-29 23:58:00,10400.0
