Date,Close
12/1/2003 23:58:00,4936.051565
12/2/2003 23:58:00,4933.778994
12/3/2003 23:58:00,4934.386066
12/4/2003 23:58:00,4956.229878
12/5/2003 23:58:00,4941.13184
12/8/2003 23:58:00,4963.878604
12/9/2003 23:58:00,4949.941508
12/10/2003 23:58:00,4960.443392
12/11/2003 23:58:00,4925.150185
12/12/2003 23:58:00,4953.166077
12/15/2003 23:58:00,4952.414395
12/16/2003 23:58:00,4969.698736
12/17/2003 23:58:00,4964.691338
12/18/2003 23:58:00,4958.909719
12/19/2003 23:58:00,4965.545443
12/22/2003 23:58:00,4975.585448
12/23/2003 23:58:00,4977.973039
12/24/2003 23:58:00,4980.490928
12/25/2003 23:58:00,4979.597761
12/26/2003 23:58:00,4985.567602
12/29/2003 23:58:00,4972.385379
12/30/2003 23:58:00,4966.104667
12/31/2003 23:58:00,4946.615584
1/1/2004 23:58:00,4903.423059
1/2/2004 23:58:00,4962.627759
1/5/2004 23:58:00,4930.662739
1/6/2004 23:58:00,4926.530318
1/7/2004 23:58:00,4934.146843
1/8/2004 23:58:00,4923.531134
1/9/2004 23:58:00,4916.725697
1/12/2004 23:58:00,4931.118074
1/13/2004 23:58:00,4895.818528
1/14/2004 23:58:00,4947.051476
1/15/2004 23:58:00,4928.89982
1/16/2004 23:58:00,4910.144036
1/19/2004 23:58:00,4910.814585
1/20/2004 23:58:00,4916.637363
1/21/2004 23:58:00,4934.755672
1/22/2004 23:58:00,4966.175809
1/23/2004 23:58:00,4968.126506
1/26/2004 23:58:00,5013.205915
1/27/2004 23:58:00,4974.732849
1/28/2004 23:58:00,5028.7498
1/29/2004 23:58:00,4940.630665
1/30/2004 23:58:00,4986.945435
2/2/2004 23:58:00,4988.079033
2/3/2004 23:58:00,4999.586303
2/4/2004 23:58:00,4989.606691
2/5/2004 23:58:00,5003.189352
2/6/2004 23:58:00,5015.369996
2/9/2004 23:58:00,5006.356101
2/10/2004 23:58:00,5023.576386
2/11/2004 23:58:00,5041.254418
2/12/2004 23:58:00,5019.36406
2/13/2004 23:58:00,5021.43279
2/16/2004 23:58:00,5013.263198
2/17/2004 23:58:00,5012.483548
2/18/2004 23:58:00,5034.920417
2/19/2004 23:58:00,4988.530999
2/20/2004 23:58:00,4987.195293
2/23/2004 23:58:00,4981.403845
2/24/2004 23:58:00,5010.129664
2/25/2004 23:58:00,4983.701412
2/26/2004 23:58:00,4975.143918
2/27/2004 23:58:00,4944.343222
3/1/2004 23:58:00,4964.461893
3/2/2004 23:58:00,4987.124705
3/3/2004 23:58:00,4967.083643
3/4/2004 23:58:00,4987.885102
3/5/2004 23:58:00,5039.805929
3/8/2004 23:58:00,5016.263435
3/9/2004 23:58:00,5047.309523
3/10/2004 23:58:00,5007.357614
3/11/2004 23:58:00,5015.807931
3/12/2004 23:58:00,5045.292421
3/15/2004 23:58:00,5045.920434
3/16/2004 23:58:00,5067.007575
3/17/2004 23:58:00,5090.314952
3/18/2004 23:58:00,5055.512686
3/19/2004 23:58:00,5087.865352
3/22/2004 23:58:00,5069.575959
3/23/2004 23:58:00,5074.311088
3/24/2004 23:58:00,5144.882995
3/25/2004 23:58:00,5158.879586
3/26/2004 23:58:00,5156.817472
3/29/2004 23:58:00,5145.513729
3/30/2004 23:58:00,5155.752296
3/31/2004 23:58:00,5128.120867
4/1/2004 23:58:00,5117.256194
4/2/2004 23:58:00,5203.02046
4/5/2004 23:58:00,5235.437591
4/6/2004 23:58:00,5179.81335
4/7/2004 23:58:00,5126.306342
4/8/2004 23:58:00,5126.468254
4/9/2004 23:58:00,5123.06953
4/13/2004 23:58:00,5158.912152
4/14/2004 23:58:00,5133.361111
4/15/2004 23:58:00,5141.36652
4/16/2004 23:58:00,5137.725265
4/19/2004 23:58:00,5120.047525
4/20/2004 23:58:00,5132.266644
4/21/2004 23:58:00,5132.564293
4/22/2004 23:58:00,5085.436307
4/23/2004 23:58:00,5075.167947
4/26/2004 23:58:00,5070.120663
