Date,Close
1/2/2001 23:58:00,216.6800111
1/3/2001 23:58:00,218.2653595
1/4/2001 23:58:00,217.767019
1/5/2001 23:58:00,219.4811171
1/8/2001 23:58:00,220.9003924
1/9/2001 23:58:00,220.427606
1/10/2001 23:58:00,220.5199565
1/11/2001 23:58:00,220.9944672
1/12/2001 23:58:00,221.3105273
1/15/2001 23:58:00,218.0789579
1/16/2001 23:58:00,219.1128639
1/17/2001 23:58:00,217.4869638
1/22/2001 23:58:00,216.4048806
1/23/2001 23:58:00,216.3778036
1/24/2001 23:58:00,216.15339
1/25/2001 23:58:00,218.9355974
1/26/2001 23:58:00,219.9087606
1/29/2001 23:58:00,220.6807473
1/30/2001 23:58:00,221.2670659
1/31/2001 23:58:00,221.4622579
2/1/2001 23:58:00,225.118479
2/2/2001 23:58:00,224.6099201
2/5/2001 23:58:00,223.9481375
2/6/2001 23:58:00,225.6887167
2/7/2001 23:58:00,225.3755829
2/8/2001 23:58:00,221.0204516
2/9/2001 23:58:00,223.0281651
2/13/2001 23:58:00,224.9705533
2/14/2001 23:58:00,225.8751102
2/15/2001 23:58:00,225.6083118
2/16/2001 23:58:00,224.9705533
2/19/2001 23:58:00,225.6169152
2/20/2001 23:58:00,224.5663319
2/21/2001 23:58:00,223.4539006
2/22/2001 23:58:00,223.4869606
2/23/2001 23:58:00,223.4609515
2/26/2001 23:58:00,224.299056
2/27/2001 23:58:00,229.420015
2/28/2001 23:58:00,228.1660615
3/1/2001 23:58:00,227.0727105
3/2/2001 23:58:00,226.9053096
3/5/2001 23:58:00,225.7248038
3/6/2001 23:58:00,226.1190554
3/7/2001 23:58:00,225.4587075
3/8/2001 23:58:00,226.6712633
3/13/2001 23:58:00,235.1115129
3/14/2001 23:58:00,230.9455577
3/15/2001 23:58:00,224.1615309
3/16/2001 23:58:00,232.1875674
3/19/2001 23:58:00,238.106129
3/20/2001 23:58:00,234.0377124
3/21/2001 23:58:00,235.4006304
3/22/2001 23:58:00,233.941845
3/23/2001 23:58:00,235.1541163
3/26/2001 23:58:00,221.7076979
3/27/2001 23:58:00,234.3926
3/28/2001 23:58:00,234.4562425
3/29/2001 23:58:00,232.8184456
3/30/2001 23:58:00,231.1111088
4/2/2001 23:58:00,231.0252991
4/3/2001 23:58:00,230.8458728
4/4/2001 23:58:00,233.1566146
4/5/2001 23:58:00,236.5424925
4/6/2001 23:58:00,237.7807056
4/9/2001 23:58:00,236.9720232
4/10/2001 23:58:00,233.0438514
4/11/2001 23:58:00,232.8918302
4/12/2001 23:58:00,233.7596403
4/17/2001 23:58:00,237.3626268
4/18/2001 23:58:00,241.0704386
4/19/2001 23:58:00,243.9293577
4/23/2001 23:58:00,260.0837528
5/1/2001 23:58:00,244.5175376
5/2/2001 23:58:00,245.2166203
5/3/2001 23:58:00,243.1717982
